"Survey"	"Date"	"Station"	"Temp"	"TopEC"	"BottomEC"	"Secchi"	"Turbidity"	"Lat"	"Long"	"Comments"
2	1/23/2014 0:00:00	519	9.80	17410	20620	57	14	"38-04-27.0"	"121-57-30.4"	"Station ID changed from 501 to 519 based on coordinates and station depth.  LJD 07/23/14"
3	2/3/2014 0:00:00	418	10.60	20170	22930	28	30	"38-03-54.4"	"122-05-44.5"	
3	2/3/2014 0:00:00	508	10.30	15333	18310	64	13	"38-02-54.8"	"121-54-53.0"	
3	2/3/2014 0:00:00	513	10.40	13070	15480	63	15	"38-03-33.7"	"121-52-11.0"	
3	2/3/2014 0:00:00	520	10.50	13520	13690	65	20	"38-01-53.3"	"121-51-49.5"	
3	2/3/2014 0:00:00	602	10.20	20220	19850	37	28	"38-07-03.1"	"122-02-28.0"	
3	2/3/2014 0:00:00	606	10.50	12620	12630	36	31	"38-10-12.5"	"122-01-26.0"	
3	2/3/2014 0:00:00	609	10.30	10870	11050	25	40	"38-10-01.1"	"121-56-23.2"	
3	2/3/2014 0:00:00	610	10.30	11550	11560	44	23	"38-07-19.0"	"121-53-18.8"	
3	2/3/2014 0:00:00	801	10.30	9500	13170	63	12	"38-02-51.6"	"121-50-39.9"	
3	2/3/2014 0:00:00	804	10.30	8570	9350	66	12	"38-01-00.7"	"121-47-32.8"	
3	2/3/2014 0:00:00	809	10.40	3275	3847	93	8	"38-03-03.0"	"121-41-34.7"	
3	2/3/2014 0:00:00	901	10.10	1588	1771	115	7	"38-02-51.2"	"121-37-23.5"	
3	2/3/2014 0:00:00	902	10.10	1352	1370	200	3	"38-01-10.6"	"121-34-56.3"	
3	2/3/2014 0:00:00	906	10.70	670	696	135	5	"38-03-04.6"	"121-30-25.6"	
3	2/3/2014 0:00:00	910	10.70	817	844	138	6	"38-00-00.5"	"121-27-00.3"	
3	2/3/2014 0:00:00	912	10.80	1343	1350	180	4	"37-58-00.6"	"121-22-08.6"	
3	2/3/2014 0:00:00	914	10.70	706	718	178	2	"37-58-07.8"	"121-31-43.0"	
3	2/3/2014 0:00:00	915	10.50	933	918	200	3	"37-56-39.5"	"121-34-06.6"	
3	2/3/2014 0:00:00	918	10.50	831	906	148		"37-51-34.2"	"121-34-03.5"	
3	2/3/2014 0:00:00	919	10.70	332	339	82	7	"38-06-19.5"	"121-29-40.3"	
3	2/4/2014 0:00:00	340	10.00	31710	31870	52	25	"38-05-54.5"	"122-15-44.9"	
3	2/4/2014 0:00:00	342	9.90	32130	32110	50	24	"38-08-48.0"	"122-17-22.5"	
3	2/4/2014 0:00:00	343	9.80	32330	32250	32	30	"38-10-53.1"	"122-18-27.1"	
3	2/4/2014 0:00:00	344	10.20	30140	30790	58	14	"38-12-43.1"	"122-18-28.3"	
3	2/4/2014 0:00:00	345	9.80	29610	29820	52	9	"38-13-31.0"	"122-18-28.7"	
3	2/4/2014 0:00:00	346	10.10	28280	28770	62	12	"38-14-25.1"	"122-17-12.4"	
3	2/4/2014 0:00:00	347	10.20	27950	28290	67	10	"38-15-16.7"	"122-17-03.2"	
3	2/4/2014 0:00:00	348	10.40	27570	27740	52	9	"38-16-23.6"	"122-17-06.5"	
3	2/4/2014 0:00:00	349	10.30	26070	26080	169	8	"38-17-11.4"	"122-17-03.3"	
3	2/4/2014 0:00:00	703	10.70	6480	7980	54	10	"38-03-14.7"	"121-47-57.2"	
3	2/4/2014 0:00:00	704	10.90	5090	6790	54	15	"38-03-56.5"	"121-47-19.3"	
3	2/4/2014 0:00:00	705	10.40	2895	2960	57	14	"38-05-54.4"	"121-42-31.0"	
3	2/4/2014 0:00:00	706	10.60	4722	5100	41	27	"38-04-56.2"	"121-45-17.4"	
3	2/4/2014 0:00:00	707	10.50	2304	3215	50	16	"38-06-45.2"	"121-42-35.1"	
3	2/4/2014 0:00:00	711	10.30	493	530	122	5	"38-10-37.7"	"121-39-47.9"	
3	2/4/2014 0:00:00	716	10.20	273	283	126	5	"38-14-15.8"	"121-41-03.0"	
3	2/4/2014 0:00:00	723	10.00	266	264	134	4	"38-14-11.1"	"121-40-23.8"	
3	2/4/2014 0:00:00	812	10.10	1282	1337	113	6	"38-05-20.6"	"121-38-16.3"	
3	2/4/2014 0:00:00	815	10.20	622	631	149	4	"38-05-05.7"	"121-34-20.7"	
3	2/5/2014 0:00:00	405	10.80	32070	32880	52	16	"38-02-22.1"	"122-08-44.2"	
3	2/5/2014 0:00:00	411	10.50	23850	28640	47	13	"38-02-59.9"	"122-04-52.1"	
3	2/5/2014 0:00:00	501	10.40	20210	20930	42	23	"38-04-28.6"	"122-01-41.4"	
3	2/5/2014 0:00:00	504	10.60	18580	21260	48	17	"38-03-11.8"	"121-59-12.9"	
3	2/5/2014 0:00:00	519	10.50	15310	16440	42	22	"38-04-26.0"	"121-57-30.0"	
4	2/18/2014 0:00:00	418	12.90	9550	14400	40	32	"38-03-58.6"	"122-05-48.3"	
4	2/18/2014 0:00:00	508	12.20	5060	5900	53	19	"38-02-55.4"	"121-54-54.8"	
4	2/18/2014 0:00:00	513	12.20	2757	3352	51	20	"38-03-32.1"	"121-52-04.5"	
4	2/18/2014 0:00:00	520	12.20	2357	2767	51	23	"38-01-56.3"	"121-51-55.0"	
4	2/18/2014 0:00:00	602	12.80	9500	9560	36	59	"38-06-59.6"	"122-02-28.2"	
4	2/18/2014 0:00:00	606	12.80	3472	3478	31	35	"38-10-10.0"	"122-01-18.9"	
4	2/18/2014 0:00:00	609	12.40	2429	2947	29	43	"38-10-03.0"	"121-56-15.6"	
4	2/18/2014 0:00:00	610	12.40	2893	2888	32	38	"38-07-22.0"	"121-53-19.3"	
4	2/18/2014 0:00:00	801	12.30	2058	2156	46	20	"38-02-50.9"	"121-50-42.4"	
4	2/18/2014 0:00:00	804	12.30	1431	1617	67	13	"38-01-00.7"	"121-47-35.5"	
4	2/18/2014 0:00:00	809	12.20	963	1012	77	8	"38-03-03.4"	"121-41-41.2"	
4	2/18/2014 0:00:00	901	12.20	680	695	122	6	"38-02-47.3"	"121-37-11.2"	
4	2/18/2014 0:00:00	902	12.40	701	789	196	3	"38-01-09.6"	"121-34-56.3"	
4	2/18/2014 0:00:00	906	13.00	510	544	121	5	"38-03-02.2"	"121-30-22.9"	
4	2/18/2014 0:00:00	910	12.80	944	989	128	5	"37-59-57.5"	"121-26-50.2"	
4	2/18/2014 0:00:00	912	12.60	1469	1461	190	3	"37-58-02.2"	"121-22-11.7"	
4	2/18/2014 0:00:00	914	12.60	772	766	200	3	"37-58-08.2"	"121-31-43.0"	
4	2/18/2014 0:00:00	915	12.60	829	787	154	4	"37-56-30.8"	"121-33-43.2"	
4	2/18/2014 0:00:00	918	12.70	865	856	144	4	"37-51-36.3"	"121-34-05.8"	
4	2/18/2014 0:00:00	919	13.30	267	270	93	8	"38-06-19.2"	"121-29-37.0"	
4	2/19/2014 0:00:00	340	12.10	25570	23790	32	35	"38-05-48.8"	"122-15-39.1"	
4	2/19/2014 0:00:00	342	12.40	20640	20980	29	43	"38-08-43.6"	"122-17-15.3"	
4	2/19/2014 0:00:00	343	13.20	16950	17940	30	40	"38-10-51.8"	"122-18-23.3"	
4	2/19/2014 0:00:00	344	13.60	10770	13480	30	28	"38-12-23.4"	"122-18-25.0"	
4	2/19/2014 0:00:00	345	13.40	7950	8610	28	32	"38-12-29.1"	"122-18-30.5"	
4	2/19/2014 0:00:00	346	13.80	4623	5820	28	30	"38-13-58.4"	"122-17-16.4"	
4	2/19/2014 0:00:00	347	13.10	2322	2789	28	23	"38-15-16.8"	"122-17-03.6"	
4	2/19/2014 0:00:00	348	13.30	1872	1948	32	30	"38-16-21.5"	"122-17-10.7"	
4	2/19/2014 0:00:00	349	13.10	1450	2267	41	21	"38-16-40.6"	"122-16-55.1"	
4	2/19/2014 0:00:00	703	13.30	949	1255	37	24	"38-02-58.0"	"121-47-50.7"	
4	2/19/2014 0:00:00	704	13.20	259	273	41	38	"38-03-57.9"	"121-47-18.8"	
4	2/19/2014 0:00:00	705	13.10	386	452	58	13	"38-06-01.0"	"121-42-30.1"	
4	2/19/2014 0:00:00	706	13.20	256	261	47	19	"38-05-03.9"	"121-45-08.3"	
4	2/19/2014 0:00:00	707	13.20	249	255	45	21	"38-06-53.0"	"121-42-23.1"	
4	2/19/2014 0:00:00	711	13.30	232	235	46	23	"38-10-36.5"	"121-39-45.6"	
4	2/19/2014 0:00:00	716	13.20	258	271	52	17	"38-14-15.6"	"121-41-02.6"	
4	2/19/2014 0:00:00	723	13.20	260	266	58	16	"38-14-12.0"	"121-40-22.7"	
4	2/19/2014 0:00:00	812	12.40	608	612	94	8	"38-05-23.5"	"121-38-21.1"	
4	2/19/2014 0:00:00	815	12.40	425	473	100	8	"38-05-04.7"	"121-34-17.5"	
4	2/20/2014 0:00:00	405	12.50	24030	28050	55	16	"38-02-21.8"	"122-08-43.6"	
4	2/20/2014 0:00:00	411	12.40	17580	19290	57	16	"38-03-00.8"	"122-04-51.6"	
4	2/20/2014 0:00:00	501	12.40	9610	12710	49	20	"38-04-29.8"	"122-01-41.3"	
4	2/20/2014 0:00:00	504	12.50	8390	10720	54	14	"38-03-12.5"	"121-59-14.8"	
4	2/20/2014 0:00:00	519	12.40	5650	7000	45	20	"38-04-26.6"	"121-57-30.6"	
5	3/3/2014 0:00:00	418	13.70	11860	13840	29	28	"38-04-00.8"	"122-05-48.5"	
5	3/3/2014 0:00:00	508	13.40	5460	7250	48	18	"38-02-53.8"	"121-55-00.4"	
5	3/3/2014 0:00:00	513	13.50	4661	4758	37	43	"38-03-33.0"	"121-52-10.3"	
5	3/3/2014 0:00:00	520	13.50	3721	4188	40	30	"38-01-54.8"	"121-51-51.4"	
5	3/3/2014 0:00:00	602	13.50	12490	12550	45	21	"38-06-48.2"	"122-02-39.0"	
5	3/3/2014 0:00:00	606	13.50	4644	4695	20	50	"38-10-11.9"	"122-01-36.4"	
5	3/3/2014 0:00:00	609	13.40	4308	4390	27	46	"38-10-01.5"	"121-56-22.7"	
5	3/3/2014 0:00:00	610	13.50	3645	3769	24	49	"38-07-20.6"	"121-53-20.7"	
5	3/3/2014 0:00:00	801	13.60	3096	3201	34	41	"38-02-48.2"	"121-50-39.3"	
5	3/3/2014 0:00:00	804	13.30	2360	2690	40	17	"38-01-01.6"	"121-47-36.6"	
5	3/3/2014 0:00:00	809	13.50	738	797	87	8	"38-03-07.7"	"121-41-35.4"	
5	3/3/2014 0:00:00	901	13.50	588	578	104	8	"38-02-51.5"	"121-37-23.1"	
5	3/3/2014 0:00:00	902	13.40	624	643	200	3	"38-01-13.4"	"121-34-57.3"	
5	3/3/2014 0:00:00	906	13.80	499	509	127	5	"38-02-57.1"	"121-30-18.3"	
5	3/3/2014 0:00:00	910	13.90	840	912	107	7	"38-00-20.6"	"121-27-10.0"	
5	3/3/2014 0:00:00	912	14.30	1589	1575	200	2	"37-58-00.7"	"121-22-09.5"	
5	3/3/2014 0:00:00	914	13.70	658	663	196	5	"37-58-05.0"	"121-31-49.3"	
5	3/3/2014 0:00:00	915	13.50	685	687	176	4	"37-56-40.7"	"121-34-07.4"	
5	3/3/2014 0:00:00	918	13.60	751	799	137	5	"37-51-38.1"	"121-34-07.0"	
5	3/3/2014 0:00:00	919	13.80	341	336	132	5	"38-06-19.3"	"121-29-41.7"	
5	3/4/2014 0:00:00	340	13.60	22630	20900	31	55	"38-05-46.6"	"122-15-38.0"	
5	3/4/2014 0:00:00	342	13.70	21280	21390	31	58	"38-08-44.7"	"122-17-15.8"	
5	3/4/2014 0:00:00	343	13.70	16280	17300	32	52	"38-10-55.6"	"122-18-33.3"	
5	3/4/2014 0:00:00	344	13.60	780	11140	29	66	"38-12-42.0"	"122-18-27.1"	
5	3/4/2014 0:00:00	345	13.50	5150	5320	27	48	"38-13-28.2"	"122-18-30.2"	
5	3/4/2014 0:00:00	346	13.50	1694	3382	32	43	"38-14-07.8"	"122-17-13.8"	
5	3/4/2014 0:00:00	347	13.40	599	772	40	26	"38-15-14.6"	"122-17-04.5"	
5	3/4/2014 0:00:00	348	13.30	401	568	60	18	"38-16-22.7"	"122-17-07.2"	
5	3/4/2014 0:00:00	349	13.30	310	552	83	12	"38-17-07.2"	"122-17-06.6"	
5	3/4/2014 0:00:00	703	14.00	1054	101	51	17	"38-03-08.2"	"121-47-55.7"	
5	3/4/2014 0:00:00	704	14.10	279	286	71	14	"38-03-59.8"	"121-47-12.6"	
5	3/4/2014 0:00:00	705	14.00	370	362	87	11	"38-05-52.3"	"121-42-31.0"	
5	3/4/2014 0:00:00	706	14.00	279	284	70	14	"38-05-02.5"	"121-45-04.6"	
5	3/4/2014 0:00:00	707	13.80	280	283	71	15	"38-06-49.2"	"121-42-30.3"	
5	3/4/2014 0:00:00	711	13.10	237	245	25	56	"38-10-37.5"	"121-39-47.7"	
5	3/4/2014 0:00:00	716	13.60	296	311	59	18	"38-14-16.6"	"121-41-04.0"	
5	3/4/2014 0:00:00	723	13.60	290	293	46	20	"38-14-11.4"	"121-40-23.8"	
5	3/4/2014 0:00:00	812	13.70	494	489	95	8	"38-05-21.9"	"121-38-33.3"	
5	3/4/2014 0:00:00	815	13.70	390	395	107	6			
5	3/5/2014 0:00:00	405	13.70	24260	26610	47	23	"38-02-23.2"	"122-08-39.1"	
5	3/5/2014 0:00:00	411	13.50	13960	16100	41	22	"38-03-03.2"	"122-04-43.6"	
5	3/5/2014 0:00:00	501	13.70	10020	12170	44	24	"38-04-24.9"	"122-01-36.7"	
5	3/5/2014 0:00:00	504	13.70	8240	11780	48	23	"38-03-09.6"	"121-59-12.1"	
5	3/5/2014 0:00:00	519	13.80	6140	7210	43	26	"38-04-22.9"	"121-57-38.0"	
6	3/17/2014 0:00:00	809	15.40	509	486	75	12	"38-03-09.3"	"121-41-43.8"	
6	3/17/2014 0:00:00	901	15.00	415	439	118	7	"38-02-47.3"	"121-37-18.4"	
6	3/17/2014 0:00:00	902	15.70	443	444	95	8	"38-01-09.8"	"121-34-55.8"	
6	3/17/2014 0:00:00	906	16.30	383	381	110	5	"38-02-56.4"	"121-30-16.7"	
6	3/17/2014 0:00:00	910	16.50	809	861	90	6	"38-00-00.4"	"121-27-05.2"	
6	3/17/2014 0:00:00	912	16.80	1358	1349	200	1	"37-58-11.2"	"121-22-21.5"	
6	3/17/2014 0:00:00	914	16.30	561	558	130	3	"37-58-08.7"	"121-31-41.7"	
6	3/17/2014 0:00:00	915	15.90	453	455	120	4	"37-56-49.3"	"121-34-09.5"	
6	3/17/2014 0:00:00	918	16.00	505	529	95	5	"37-51-32.6"	"121-34-02.3"	
6	3/17/2014 0:00:00	919	16.20	224	229	105	7	"38-06-20.2"	"121-29-43.9"	
6	3/18/2014 0:00:00	703	15.20	472	475	37	46	"38-02-59.8"	"121-47-50.4"	
6	3/18/2014 0:00:00	704	14.80	212	215	36	33	"38-03-54.3"	"121-47-18.6"	
6	3/18/2014 0:00:00	705	14.70	232	237	41	26	"38-05-49.0"	"121-42-29.0"	
6	3/18/2014 0:00:00	706	14.60	208	217	40	33	"38-05-00.2"	"121-45-03.5"	
6	3/18/2014 0:00:00	707	14.50	208	217	37	34	"38-06-41.0"	"121-42-37.9"	
6	3/18/2014 0:00:00	711	14.30	187	194	40	33	"38-10-35.3"	"121-39-43.1"	
6	3/18/2014 0:00:00	716	14.30	278	309	36	44	"38-14-21.3"	"121-41-06.5"	
6	3/18/2014 0:00:00	723	14.10	295	293	38	35	"38-14-15.6"	"121-40-22.7"	
6	3/18/2014 0:00:00	812	14.70	349	357	65	14	"38-05-20.6"	"121-38-22.7"	
6	3/18/2014 0:00:00	815	14.80	327	327	68	12	"38-05-17.7"	"121-34-25.5"	
6	3/19/2014 0:00:00	418	16.20	10020	12730	29	41	"38-03-55.5"	"122-05-53.7"	
6	3/19/2014 0:00:00	508	15.10	4622	7680	37	24	"38-02-42.4"	"121-55-17.8"	
6	3/19/2014 0:00:00	513	15.10	3038	3694	27	34	"38-03-30.9"	"121-52-05.7"	
6	3/19/2014 0:00:00	520	15.00	2389	3297	30	34	"38-01-56.9"	"121-52-15.8"	
6	3/19/2014 0:00:00	602	15.80	8700	8700	23	26	"38-07-00.6"	"122-02-36.9"	
6	3/19/2014 0:00:00	606	15.50	1324	1348	20	64	"38-10-11.6"	"122-01-38.5"	
6	3/19/2014 0:00:00	609	15.10	1450	1540	25	51	"38-10-02.0"	"121-56-19.6"	
6	3/19/2014 0:00:00	610	15.00	1813	1907	24	44	"38-07-17.7"	"121-53-19.5"	
6	3/19/2014 0:00:00	801	14.30	1836	2728	30	31	"38-02-19.5"	"121-50-30.6"	
6	3/19/2014 0:00:00	804	14.50	994	1100	40	58	"38-00-59.4"	"121-47-28.1"	
6	3/20/2014 0:00:00	340	15.40	27060	27390	35	34	"38-05-44.0"	"122-15-36.3"	
6	3/20/2014 0:00:00	342	15.70	22550	22740	40	38	"38-08-19.0"	"122-16-55.0"	
6	3/20/2014 0:00:00	343	16.20	19950	20530	34	36	"38-10-51.3"	"122-18-27.6"	
6	3/20/2014 0:00:00	344	16.30	14530	15070	40	35	"38-12-44.3"	"122-18-30.1"	
6	3/20/2014 0:00:00	345	16.30	11870	13470	30	25	"38-13-09.0"	"122-18-38.7"	
6	3/20/2014 0:00:00	346	16.20	6670	9450	30	26	"38-13-58.0"	"122-17-18.9"	
6	3/20/2014 0:00:00	347	16.50	4627	5210	40	30	"38-15-18.9"	"122-17-03.1"	
6	3/20/2014 0:00:00	348	16.50	2943	3633	35	19	"38-16-25.0"	"122-17-03.3"	
6	3/20/2014 0:00:00	349	15.90	576	1037	70	8	"38-17-12.8"	"122-17-01.4"	
6	3/21/2014 0:00:00	405	14.30	26780	29920	78	10	"38-02-21.1"	"122-08-55.1"	
6	3/21/2014 0:00:00	411	14.70	19920	24710	58	16	"38-03-01.5"	"122-04-50.4"	
6	3/21/2014 0:00:00	501	14.80	12510	16100	41	27	"38-04-26.5"	"122-01-36.4"	
6	3/21/2014 0:00:00	504	15.20	14240	15150	64	23	"38-03-10.1"	"121-59-08.8"	
6	3/21/2014 0:00:00	519	15.00	8150	10630	38	44	"38-04-22.7"	"121-57-27.2"	
1	1/5/2015 0:00:00	809	8.40	322	337	32	35	"38-02-59.9"	"121-41-45.8"	
1	1/5/2015 0:00:00	901	8.40	316	316	44	29	"38-02-47.0"	"121-37-12.5"	
1	1/5/2015 0:00:00	902	7.80	354	353	52	21	"38-01-09.7"	"121-34-56.8"	
1	1/5/2015 0:00:00	914	8.70	438	440	104	9	"37-58-03.3"	"121-31-50.0"	
1	1/5/2015 0:00:00	915	7.80	380	382	50	21	"37-56-52.1"	"121-34-07.9"	
1	1/5/2015 0:00:00	918	8.50	469	470	58	19	"37-51-44.3"	"121-34-13.3"	
1	1/7/2015 0:00:00	711	8.10	260	263	50	18	"38-10-34.8"	"121-39-35.8"	
1	1/7/2015 0:00:00	716	7.50	322	318	37	36	"38-14-26.2"	"121-41-09.6"	
1	1/7/2015 0:00:00	723	8.00	317	317	37	33	"38-14-16.0"	"121-40-23.0"	
1	1/7/2015 0:00:00	812	9.10	286	287	40	26	"38-05-24.8"	"121-38-23.3"	
1	1/7/2015 0:00:00	815	8.90	277	280	58	24	"38-05-15.9"	"121-34-23.0"	
1	1/7/2015 0:00:00	906	8.80	307	329	61	13	"38-03-03.4"	"121-30-26.4"	
1	1/7/2015 0:00:00	910	8.80	440	458	67	11	"38-00-05.3"	"121-27-00.3"	
1	1/7/2015 0:00:00	912	9.50	886	888	52	11	"37-57-57.1"	"121-22-04.6"	
1	1/7/2015 0:00:00	919	8.10	312	310	77	11	"38-06-20.1"	"121-29-39.9"	
1	1/8/2015 0:00:00	501	10.00	8170	8780	36	42	"38-04-23.3"	"122-01-33.4"	
1	1/8/2015 0:00:00	504	9.80	5410	7050	30	38	"38-02-59.0"	"121-58-49.9"	
1	1/8/2015 0:00:00	508	9.40	2175	2647	34	49	"38-02-47.8"	"121-55-25.3"	
1	1/8/2015 0:00:00	513	8.80	634	846	27	49	"38-03-33.3"	"121-52-04.0"	
1	1/8/2015 0:00:00	519	9.60	4640	4946	30	53	"38-04-25.7"	"121-57-29.8"	
1	1/8/2015 0:00:00	520	8.80	680	682	28	50	"38-01-53.4"	"121-51-37.0"	
1	1/8/2015 0:00:00	602	10.10	7380	8420	39	29	"38-07-00.0"	"122-02-34.2"	
1	1/8/2015 0:00:00	606	9.10	4047	4750	21	78	"38-10-09.0"	"122-01-31.7"	
1	1/8/2015 0:00:00	609	8.60	1487	1547	25	49	"38-10-01.7"	"121-56-22.4"	
1	1/8/2015 0:00:00	610	9.10	907	1760	28	50	"38-07-16.1"	"121-53-19.3"	
1	1/8/2015 0:00:00	703	8.20	425	497	35	37	"38-03-13.3"	"121-47-56.4"	
1	1/8/2015 0:00:00	704	7.70	304	329	36	35	"38-04-02.8"	"121-47-11.3"	
1	1/8/2015 0:00:00	705	8.00	295	295	39	28	"38-05-51.0"	"121-42-32.0"	
1	1/8/2015 0:00:00	706	7.60	291	293	40	30	"38-05-05.7"	"121-44-58.6"	
1	1/8/2015 0:00:00	707	7.50	291	290	43	26	"38-06-49.2"	"121-42-32.4"	
1	1/8/2015 0:00:00	801	8.90	672	675	28	54	"38-02-36.0"	"121-50-39.4"	
1	1/8/2015 0:00:00	804	9.10	509	535	31	40	"38-01-08.9"	"121-47-41.5"	
2	1/20/2015 0:00:00	809	9.70	549	561	51	21	"38-02-55.5"	"121-41-42.4"	
2	1/20/2015 0:00:00	901	9.60	388	394	62	14	"38-02-46.5"	"121-37-14.7"	
2	1/20/2015 0:00:00	902	9.80	354	357	86	10	"38-01-17.7"	"121-34-57.2"	
2	1/20/2015 0:00:00	915	9.80	366	380	98	9	"37-56-37.5"	"121-33-53.2"	
2	1/20/2015 0:00:00	918	10.00	390	398	106	7	"37-51-34.6"	"121-34-02.6"	
2	1/21/2015 0:00:00	812	9.80	336	353	55	15	"38-05-33.4"	"121-38-48.7"	
2	1/21/2015 0:00:00	815	10.20	287	297	94	9	"38-05-38.3"	"121-34-23.5"	
2	1/21/2015 0:00:00	906	10.00	324	323	98	7	"38-02-55.5"	"121-30-14.5"	
2	1/21/2015 0:00:00	910	10.10	540	556	94	6	"37-59-57.1"	"121-26-50.1"	
2	1/21/2015 0:00:00	912	11.50	1101	1127	126	4	"37-58-00.0"	"121-22-08.5"	
2	1/21/2015 0:00:00	914	10.30	369	376	111	6	"37-57-58.7"	"121-31-50.4"	
2	1/21/2015 0:00:00	919	11.20	298	307	102	10	"38-06-19.1"	"121-29-38.2"	
2	1/22/2015 0:00:00	501	11.10	14910	15180	40	37	"38-04-21.5"	"122-01-27.8"	
2	1/22/2015 0:00:00	504	10.70	11060	13900	42	23	"38-02-59.8"	"121-58-49.5"	
2	1/22/2015 0:00:00	508	10.40	7410	8820	46	24	"38-02-43.6"	"121-55-15.0"	
2	1/22/2015 0:00:00	513	10.20	3930	5190	45	29	"38-03-33.2"	"121-51-57.4"	
2	1/22/2015 0:00:00	519	10.70	12140	12170	30	75	"38-04-25.7"	"121-57-36.0"	
2	1/22/2015 0:00:00	520	10.30	6970	7290	35	56	"38-01-50.9"	"121-51-34.3"	
2	1/22/2015 0:00:00	703	9.70	1405	3568	51	21	"38-03-19.3"	"121-48-02.9"	
2	1/22/2015 0:00:00	704	9.90	2861	3864	34	30	"38-04-01.9"	"121-47-21.9"	
2	1/22/2015 0:00:00	705	10.20	446	447	52	21	"38-05-54.8"	"121-42-31.7"	
2	1/22/2015 0:00:00	706	10.00	1380	1555	39	35	"38-05-01.2"	"121-44-56.8"	
2	1/22/2015 0:00:00	707	10.50	305	338	69	15	"38-06-49.8"	"121-42-31.1"	
2	1/22/2015 0:00:00	711	10.60	223	231	130	8	"38-10-35.2"	"121-39-44.3"	
2	1/22/2015 0:00:00	716	10.50	330	331	39	14	"38-14-01.1"	"121-41-01.2"	
2	1/22/2015 0:00:00	723	10.50	323	330	55	20	"38-14-04.3"	"121-40-27.9"	
2	1/23/2015 0:00:00	405	11.40	21150	21150	38	27	"38-02-21.9"	"122-08-38.8"	
2	1/23/2015 0:00:00	411	11.50	17110	17280	45	16	"38-03-10.4"	"122-04-24.4"	
2	1/23/2015 0:00:00	418	10.80	15020	18100	37	32	"38-04-08.9"	"122-05-35.1"	
2	1/23/2015 0:00:00	602	10.70	14710	14490	26	64	"38-06-53.8"	"122-02-30.8"	
2	1/23/2015 0:00:00	606	10.40	6170	6240	20	52	"38-10-11.1"	"122-01-26.2"	
2	1/23/2015 0:00:00	609	10.00	5480	5550	24	53	"38-10-02.1"	"121-56-29.1"	
2	1/23/2015 0:00:00	610	9.90	6100	6480	32	47	"38-07-09.1"	"121-53-20.1"	
2	1/23/2015 0:00:00	801	9.80	4922	6590	38	28	"38-02-32.3"	"121-50-37.3"	
2	1/23/2015 0:00:00	804	10.20	1717	1918	42	27	"38-00-59.5"	"121-47-35.8"	
2	1/26/2015 0:00:00	340	11.40	29510	30030	26	60	"38-05-45.9"	"122-15-36.7"	
2	1/26/2015 0:00:00	342	10.90	24650	25300	35	37	"38-08-44.8"	"122-17-14.7"	
2	1/26/2015 0:00:00	343	11.00	21860	22000	32	44	"38-11-07.8"	"122-18-44.0"	
2	1/26/2015 0:00:00	344	11.30	17520	18470	38	32	"38-12-42.4"	"122-18-29.6"	
2	1/26/2015 0:00:00	345	11.20	13920	14500	48	26	"38-13-49.3"	"122-17-55.1"	
2	1/26/2015 0:00:00	346	11.80	10450	13280	47	13	"38-14-14.8"	"122-17-13.8"	
2	1/26/2015 0:00:00	347	12.30	8470	13230	52	10	"38-14-49.9"	"122-17-04.6"	
2	1/26/2015 0:00:00	348	12.20	5730	7980	73	16	"38-16-24.2"	"122-17-05.8"	
2	1/26/2015 0:00:00	349	12.20	3520	6450	90	8	"38-17-07.8"	"122-17-06.0"	
3	2/2/2015 0:00:00	418	12.60	29850	27950	74	10	"38-04-09.7"	"122-05-39.5"	
3	2/2/2015 0:00:00	508	11.30	6720	8430	51	15	"38-02-50.5"	"121-55-03.6"	
3	2/2/2015 0:00:00	513	11.30	5050	6580	47	15	"38-03-36.7"	"121-51-59.6"	
3	2/2/2015 0:00:00	520	11.20	5260	5610	52	23	"38-01-52.6"	"121-51-43.4"	
3	2/2/2015 0:00:00	602	12.50	18250	17550	47	30	"38-06-59.1"	"122-02-29.8"	
3	2/2/2015 0:00:00	606	11.90	9950	12120	32	33	"38-10-11.3"	"122-01-19.0"	
3	2/2/2015 0:00:00	609	11.50	8160	8130	39	34	"38-10-01.1"	"121-56-19.5"	
3	2/2/2015 0:00:00	610	11.50	5450	5490	40	27	"38-07-17.8"	"121-53-20.0"	
3	2/2/2015 0:00:00	801	11.50	3816	4336	56	12	"38-02-46.9"	"121-50-37.2"	
3	2/2/2015 0:00:00	804	11.10	3004	3171	56	14	"38-01-05.8"	"121-47-50.6"	
3	2/2/2015 0:00:00	809	10.90	965	1098	58	12	"38-03-08.3"	"121-41-36.5"	
3	2/2/2015 0:00:00	901	11.10	592	735	94	11	"38-02-52.2"	"121-37-25.1"	
3	2/2/2015 0:00:00	902	11.00	467	467	117	9	"38-01-13.5"	"121-34-57.2"	
3	2/2/2015 0:00:00	906	11.50	347	361	120	8	"38-02-56.8"	"121-30-17.1"	
3	2/2/2015 0:00:00	910	11.60	483	545	121	5	"38-00-05.4"	"121-26-59.8"	
3	2/2/2015 0:00:00	912	11.70	1037	1013	142	4	"37-57-57.0"	"121-22-06.8"	
3	2/2/2015 0:00:00	914	11.40	388	391	153	4	"37-58-04.6"	"121-31-47.7"	
3	2/2/2015 0:00:00	915	11.10	427	429	108	7	"37-56-39.9"	"121-34-05.7"	
3	2/2/2015 0:00:00	918	11.10	423	432	120	6	"37-51-37.2"	"121-34-06.3"	
